# {"t_start": 1606807478.3011508, "env_id": "DMBenchCartpoleSwingup-v0"} 
r,l,t
831.800429,1000,20.495379
830.382182,1000,39.700736
830.709373,1000,58.792355
830.966111,1000,77.930207
830.337983,1000,97.243577
