# {"t_start": 1606763188.7552888, "env_id": "DMBenchCartpoleSwingup-v0"} 
r,l,t
166.906372,1000,1845.339237
198.917391,1000,3632.600285
385.389376,1000,5391.206587
509.717372,1000,7152.240356
683.673068,1000,8911.492376
728.945472,1000,10679.264096
766.494673,1000,12443.685108
768.064701,1000,14210.435142
838.193529,1000,15976.499804
806.735622,1000,17740.025711
862.313058,1000,19501.356987
684.543379,1000,21267.968309
848.691749,1000,23032.102539
755.952411,1000,24799.548239
817.531454,1000,26588.860467
863.296502,1000,28373.248188
666.690875,1000,30128.944266
786.858284,1000,31326.604642
857.318808,1000,32506.14989
760.210702,1000,33695.388494
840.063258,1000,34872.150805
2528,1000,286.278845
88.791424,1000,301.975189
113.948132,1000,319.922664
153.258933,1000,336.808183
158.400989,1000,355.074868
162.928199,1000,375.236858
169.052252,1000,394.418968
212.101511,1000,415.727556
142.982085,1000,435.508438
201.404206,1000,453.461399
148.314547,1000,471.447697
194.838761,1000,489.497618
160.506519,1000,507.855045
159.060069,1000,525.681171
255.876204,1000,543.683338
225.748515,1000,561.945093
195.247154,1000,579.936949
164.555648,1000,598.036842
171.630613,1000,616.122187
187.103379,1000,634.208114
225.003809,1000,655.568425
204.838188,1000,673.902917
225.012575,1000,692.117501
181.855901,1000,711.753292
194.450705,1000,732.066638
231.127009,1000,751.647162
206.274089,1000,771.195719
206.612476,1000,790.216034
159.455902,1000,808.522888
216.35567,1000,827.071073
240.359195,1000,847.379462
147.003744,1000,865.925301
193.310074,1000,884.100349
192.748623,1000,902.396163
215.184914,1000,921.84803
267.250803,1000,941.242806
186.599198,1000,958.824833
192.862899,1000,977.527071
178.387504,1000,999.323182
188.705463,1000,1022.709254
244.27583,1000,1043.31657
265.144004,1000,1066.425613
252.534348,1000,1088.145738
180.756381,1000,1109.615365
199.703277,1000,1130.364947
205.548679,1000,1151.828192
162.370549,1000,1172.479809
191.871894,1000,1192.958401
188.680775,1000,1213.679804
179.735311,1000,1234.269784
241.259541,1000,1254.018507
183.944423,1000,1275.769939
227.715268,1000,1298.096662
220.913405,1000,1320.602604
233.563192,1000,1343.363372
236.273646,1000,1366.300459
210.734662,1000,1388.694079
177.467019,1000,1409.725706
253.86084,1000,1430.564812
224.520754,1000,1449.7573
233.948025,1000,1468.858542
250.793845,1000,1488.103638
228.268657,1000,1506.486316
208.30874,1000,1525.991027
202.762091,1000,1545.37922
175.450247,1000,1564.708359
227.358792,1000,1583.742018
204.57645,1000,1603.263322
181.092365,1000,1623.343939
278.376704,1000,1642.542256
228.179968,1000,1663.239211
226.556492,1000,1682.944913
226.815349,1000,1702.725365
236.668947,1000,1722.307444
268.790381,1000,1742.113289
166.095348,1000,1761.588933
205.821243,1000,1780.81593
146.880764,1000,1800.317827
167.802126,1000,1819.490318
158.968206,1000,1857.642139
207.181764,1000,1877.569594
228.869764,1000,1899.15528
200.659783,1000,1919.738369
177.894377,1000,1938.037486
203.585138,1000,1957.097168
236.592571,1000,1977.287064
188.373953,1000,1996.348337
212.545092,1000,2015.611509
215.599282,1000,2034.45029
204.607153,1000,2053.609237
232.858022,1000,2072.631219
183.398008,1000,2091.427246
