# {"t_start": 1606809536.7065468, "env_id": "DMBenchCartpoleSwingup-v0"} 
r,l,t
809.781466,1000,25.017665
796.670288,1000,44.752084
783.698488,1000,64.131844
712.409685,1000,83.504248
813.696804,1000,102.874917
