# {"t_start": 1606763228.2981749, "env_id": "DMBenchCartpoleSwingup-v0"} 
r,l,t
274.637895,1000,1892.360308
294.675635,1000,3674.161194
402.028921,1000,5443.669757
483.164671,1000,7218.539202
572.216564,1000,8992.554778
663.250506,1000,10768.542585
741.749898,1000,12538.912324
808.602748,1000,14315.806485
824.16478,1000,16090.609125
740.393678,1000,17860.847046
769.223979,1000,19630.343595
749.100763,1000,21402.68099
630.352839,1000,23174.919791
506.574301,1000,24952.624658
702.906274,1000,26747.459892
865.799825,1000,28539.481212
825.958511,1000,30240.768936
215.14719,1000,31430.141501
532.827618,1000,32607.71521
272.806918,1000,33806.497429
826.199967,1000,34976.988692
3.122938
185.979222,1000,310.29
122.548088,1000,331.290461
153.742353,1000,349.737293
128.259844,1000,370.571905
130.293299,1000,391.43576
141.213117,1000,409.631694
221.265683,1000,427.631934
177.269922,1000,446.152202
182.064114,1000,464.841014
199.858327,1000,482.740442
133.697848,1000,501.276097
167.401554,1000,519.336092
190.991202,1000,537.533686
179.176134,1000,555.70945
154.439512,1000,574.099059
189.640329,1000,593.296206
203.377328,1000,614.511823
221.397292,1000,633.111238
204.468576,1000,651.52534
186.100114,1000,669.741314
157.970015,1000,690.912722
191.918392,1000,710.765762
183.137629,1000,730.029886
217.8081,1000,749.535866
201.464176,1000,767.572928
222.506587,1000,786.320807
235.234195,1000,805.961926
162.569357,1000,824.782786
140.948077,1000,843.202527
164.019485,1000,861.705833
222.68257,1000,881.407635
184.723648,1000,901.294101
226.450541,1000,919.527737
171.911111,1000,938.400982
185.438899,1000,960.150002
221.848214,1000,984.033901
182.512887,1000,1005.352673
134.303521,1000,1028.673091
248.764387,1000,1050.462199
176.086266,1000,1071.849356
224.234247,1000,1092.623693
188.220289,1000,1114.302107
188.647367,1000,1135.042918
185.783193,1000,1155.639613
168.040303,1000,1176.649588
184.228835,1000,1197.57049
224.948566,1000,1218.516816
184.010201,1000,1239.650266
179.491535,1000,1261.809828
231.835617,1000,1284.544686
198.072341,1000,1307.793463
246.377994,1000,1330.690789
212.366303,1000,1352.709567
198.873956,1000,1373.815745
254.799052,1000,1394.609898
172.077493,1000,1413.499571
219.688448,1000,1432.886346
257.986993,1000,1452.631463
196.844223,1000,1472.554669
140.018684,1000,1492.02855
239.326238,1000,1511.354783
162.108833,1000,1531.081751
198.036367,1000,1549.376728
188.295906,1000,1568.87026
279.240524,1000,1588.794169
204.599154,1000,1607.595352
189.99299,1000,1629.030134
248.626199,1000,1647.625139
227.294579,1000,1668.170544
241.982521,1000,1687.975452
176.932043,1000,1707.160857
214.970246,1000,1726.340475
227.361811,1000,1746.177615
190.286084,1000,1765.564371
216.916318,1000,1785.070257
169.437165,1000,1806.000677
169.865346,1000,1825.155783
300.866643,1000,1846.049774
198.240803,1000,1867.405593
200.746147,1000,1904.832845
219.718816,1000,1924.135475
253.457602,1000,1943.943336
250.769519,1000,1963.090857
223.079667,1000,1981.36294
262.574447,1000,2000.63262
294.728472,1000,2019.559826
210.454606,1000,2038.301832
210.531904,1000,2057.115031
217.610413,1000,2077.309887
248.599438,1000,2096.046181
193.363693,1000,2113.683644
198.426503,1000,2131.338618
189.704716,1000,2148.857269
202.31531,1000,2165.995378
203.895143,1000,2182.766353
193.459456,1000,2199.570962
191.033902,1000,2217.270491
221.566887,1000,2234.485727
199.633198,1000,2251.779876
206.008084,1000,2268.161366
233.57454,1000,2285.134344
206.777698,1000,2302.204941
238.467685,1000,2319.317951
262.055097,1000,2336.270392
228.487284,1000,2352.294232
276.737378,1000,2369.577543
251.728195,1000,2387.047735
188.749233,1000,2404.501746
241.585617,1000,2421.461915
199.537268,1000,2438.808424
221.08101,1000,2455.772812
203.307048,1000,2472.558105
252.643526,1000,2489.629461
240.671749,1000,2506.820736
222.867919,1000,2523.763615
225.080893,1000,2540.780053
208.630691,1000,2557.996621
249.298428,1000,2574.885449
266.996104,1000,2591.731315
193.20232,1000,2608.884955
237.973808,1000,2626.098234
244.816417,1000,2642.842851
301.215433,1000,2659.62174
244.550705,1000,2676.383343
282.145755,1000,2693.125655
236.984846,1000,2709.884484
295.298396,1000,2726.309926
223.751027,1000,2743.257469
259.096099,1000,2760.275623
258.35921,1000,2777.50173
334.148988,1000,2794.215271
305.005287,1000,2810.812395
258.753886,1000,2827.58612
227.619528,1000,2844.412085
240.544226,1000,2861.390161
204.189195,1000,2878.599127
199.858127,1000,2896.029415
219.324281,1000,2913.026113
188.962273,1000,2929.82557
243.924296,1000,2946.75319
254.111575,1000,2963.77306
252.491421,1000,2980.986199
273.208361,1000,2998.269641
345.141977,1000,3015.082341
225.350873,1000,3032.155733
351.35842,1000,3049.135341
230.441246,1000,3066.456581
275.59309,1000,3082.576928
285.954288,1000,3099.358768
379.070536,1000,3116.100461
239.553172,1000,3133.08442
