# {"t_start": 1606763228.6212192, "env_id": "DMBenchCartpoleSwingup-v0"} 
r,l,t
272.035359,1000,1892.040038
307.468051,1000,3673.844811
404.148507,1000,5443.352643
478.168576,1000,7218.219268
571.059582,1000,8992.236009
663.589274,1000,10768.225958
734.756731,1000,12538.594104
806.029016,1000,14315.483576
824.762493,1000,16090.290323
752.486172,1000,17860.528015
774.417677,1000,19630.020641
740.542944,1000,21402.360974
633.270823,1000,23174.599034
555.499984,1000,24952.306115
770.014802,1000,26747.139282
870.148703,1000,28539.160503
831.076118,1000,30240.449244
601.244789,1000,31429.816186
587.799324,1000,32607.395221
322.314216,1000,33806.17641
826.181426,1000,34976.667945
6237
130.388228,1000,310.216857
135.884223,1000,331.213228
204.046833,1000,349.66225
144.770151,1000,370.49001
165.592834,1000,391.357661
208.402074,1000,409.556081
190.770649,1000,427.555081
194.819926,1000,446.077173
212.849671,1000,464.764333
170.537136,1000,482.66568
174.702878,1000,501.201708
158.02503,1000,519.261035
227.215729,1000,537.460672
185.250862,1000,555.634349
121.512684,1000,574.024562
122.071161,1000,593.221428
167.777433,1000,614.434501
195.520631,1000,633.034633
202.232966,1000,651.452968
127.003817,1000,669.672504
131.909398,1000,690.83579
168.54409,1000,710.693379
226.649015,1000,729.956457
217.666675,1000,749.459213
221.236325,1000,767.497939
157.282152,1000,786.245717
110.014679,1000,805.888105
171.632468,1000,824.717294
142.629318,1000,843.130853
179.537901,1000,861.626513
145.193773,1000,881.332733
132.586541,1000,901.218035
220.189424,1000,919.450703
226.810414,1000,938.321712
196.537662,1000,960.081995
233.721706,1000,983.954901
196.815213,1000,1005.272734
193.208437,1000,1028.609359
267.865059,1000,1050.385365
223.728816,1000,1071.76809
224.147342,1000,1092.54439
151.760853,1000,1114.22284
143.663957,1000,1134.965694
194.021647,1000,1155.56146
172.236715,1000,1176.575688
161.963546,1000,1197.491223
186.995701,1000,1218.432265
150.404981,1000,1239.570429
242.844379,1000,1261.732598
193.130039,1000,1284.462089
236.540519,1000,1307.720362
184.936219,1000,1330.613557
189.859185,1000,1352.625047
191.572081,1000,1373.750197
230.509801,1000,1394.530932
198.305503,1000,1413.413805
176.397134,1000,1432.810667
213.438922,1000,1452.55516
274.451429,1000,1472.475377
162.854414,1000,1491.954284
171.001104,1000,1511.278893
230.681617,1000,1531.005337
211.566096,1000,1549.309994
201.96478,1000,1568.788636
215.745972,1000,1588.717995
224.939819,1000,1607.523124
174.770244,1000,1628.951258
84.638514,1000,1647.544362
229.795033,1000,1668.090148
190.637777,1000,1687.901874
219.03135,1000,1707.081602
267.952229,1000,1726.265472
205.978079,1000,1746.107408
238.956807,1000,1765.483675
228.815298,1000,1785.001631
177.551872,1000,1805.920562
271.292531,1000,1825.075224
210.324241,1000,1845.96157
212.752271,1000,1867.335044
212.846934,1000,1904.757832
259.761951,1000,1924.047375
243.12398,1000,1943.86897
261.838279,1000,1963.002649
245.740899,1000,1981.293734
223.019472,1000,2000.558473
259.819401,1000,2019.480558
266.232753,1000,2038.220518
208.181016,1000,2057.03425
311.29728,1000,2077.230434
225.069367,1000,2095.968442
205.407598,1000,2113.60898
207.259308,1000,2131.262686
195.00694,1000,2148.782288
213.657129,1000,2165.91645
226.083026,1000,2182.690891
249.533139,1000,2199.496014
267.840241,1000,2217.197887
223.077138,1000,2234.409442
189.380507,1000,2251.704449
200.249803,1000,2268.08455
198.81038,1000,2285.059129
216.156564,1000,2302.132146
176.612956,1000,2319.239559
324.864944,1000,2336.193368
221.022363,1000,2352.217603
237.334577,1000,2369.50069
321.436062,1000,2386.968464
273.817723,1000,2404.430384
207.364129,1000,2421.385282
197.86187,1000,2438.731792
261.341912,1000,2455.693582
207.935845,1000,2472.487684
291.107741,1000,2489.561095
236.793124,1000,2506.746625
198.198237,1000,2523.686917
218.412508,1000,2540.703465
251.591756,1000,2557.91953
243.579502,1000,2574.811476
264.418172,1000,2591.650635
266.274195,1000,2608.808028
241.022164,1000,2626.019074
226.051486,1000,2642.767874
259.285827,1000,2659.548443
282.708139,1000,2676.305278
226.933076,1000,2693.049053
219.071939,1000,2709.807221
241.045827,1000,2726.233195
272.810022,1000,2743.183794
240.292006,1000,2760.203389
229.713496,1000,2777.42479
297.483354,1000,2794.138203
315.191854,1000,2810.734951
307.643452,1000,2827.506769
247.975076,1000,2844.339502
246.252621,1000,2861.313371
275.153599,1000,2878.525725
287.962698,1000,2895.952603
222.923806,1000,2912.946499
261.931196,1000,2929.752276
322.074667,1000,2946.676643
264.547305,1000,2963.6965
201.885335,1000,2980.913138
211.660168,1000,2998.196786
245.215212,1000,3015.002909
218.005827,1000,3032.08199
223.589849,1000,3049.06063
251.224177,1000,3066.380282
263.096447,1000,3082.501772
245.013363,1000,3099.284223
315.243995,1000,3116.025634
278.479495,1000,3133.006451
370.912149,1000,3150.101202
227.804848,1000,3167.407505
283.444773,1000,3184.435508
207.284588,1000,3201.193005
264.615171,1000,3218.442447
250.750387,1000,3235.31862
306.713673,1000,3252.813834
240.315508,1000,3269.862343
324.500131,1000,3287.152511
281.376811,1000,3304.438421
280.5471,1000,3321.286325
414.068363,1000,3338.357265
296.889404,1000,3355.238875
361.270239,1000,3372.234556
242.919348,1000,3389.723923
226.440709,1000,3406.990228
194.986511,1000,3424.110988
323.200827,1000,3440.505935
275.784492,1000,3457.841148
245.634935,1000,3474.943948
297.063942,1000,3491.99612
391.237889,1000,3509.092969
325.80265,1000,3526.222605
359.821237,1000,3543.059422
211.814617,1000,3560.230876
300.076909,1000,3576.797443
313.418762,1000,3593.822591
374.687207,1000,3611.406361
306.958906,1000,3628.671166
232.502244,1000,3646.267793
234.762856,1000,3678.217616
278.838855,1000,3695.477872
260.481666,1000,3712.687929
286.289668,1000,3729.863437
311.402112,1000,3746.761863
286.271761,1000,3764.308693
269.445769,1000,3781.394371
272.231257,1000,3798.854111
295.72047,1000,3816.106212
315.462661,1000,3832.399462
268.541747,1000,3849.320348
201.370929,1000,3866.171383
295.531668,1000,3883.390916
295.604658,1000,3900.241192
302.646861,1000,3917.330871
255.941666,1000,3934.255374
259.006061,1000,3951.584638
256.697686,1000,3968.805434
315.820421,1000,3986.12697
262.120828,1000,4003.042659
265.271225,1000,4020.175117
198.295259,1000,4037.290684
320.076179,1000,4054.499769
275.869792,1000,4071.617383
293.756645,1000,4088.746511
331.19422,1000,4105.546987
359.102805,1000,4122.95149
176.052504,1000,4139.619432
285.553475,1000,4156.380505
333.198101,1000,4173.334343
279.492209,1000,4189.648957
300.626273,1000,4207.126749
253.298336,1000,4224.432218
257.898298,1000,4241.788578
239.066602,1000,4258.538607
374.203453,1000,4275.537422
320.347849,1000,4292.401321
237.312612,1000,4309.661979
246.845087,1000,4327.008009
265.101742,1000,4343.622063
306.967817,1000,4360.634126
267.197897,1000,4377.689146
344.653376,1000,4394.962244
208.549455,1000,4412.335168
178.154618,1000,4429.457634
187.036463,1000,4446.627468
209.397963,1000,4463.949028
232.447829,1000,4481.125004
256.705864,1000,4498.500477
233.221431,1000,4515.298715
230.382972,1000,4532.666537
291.61416,1000,4548.324026
259.97422,1000,4565.506871
236.89074,1000,4582.940953
260.95989,1000,4599.926546
294.886278,1000,4617.687345
222.345218,1000,4634.563816
310.909929,1000,4651.357925
286.867856,1000,4668.314947
352.658762,1000,4685.449501
334.838446,1000,4702.938904
269.222432,1000,4720.305351
316.384824,1000,4737.428738
294.120356,1000,4754.857805
288.779266,1000,4771.937621
277.136107,1000,4789.206358
298.827932,1000,4806.195701
337.026736,1000,4823.31177
299.006443,1000,4840.135173
209.621641,1000,4857.097748
291.926325,1000,4874.593628
274.284867,1000,4891.562989
309.09298,1000,4908.786976
264.758414,1000,4925.03846
342.526463,1000,4941.771094
321.332896,1000,4960.02009
239.191042,1000,4977.937759
411.093505,1000,4997.140973
328.294974,1000,5013.991331
265.813152,1000,5031.491342
390.069106,1000,5048.680662
288.034013,1000,5065.688858
288.057971,1000,5082.843632
318.925663,1000,5100.292455
324.375633,1000,5117.857424
343.453087,1000,5134.765356
344.160515,1000,5151.966177
377.685129,1000,5168.940432
239.125518,1000,5186.247984
391.738169,1000,5203.283941
395.888387,1000,5220.931267
426.831745,1000,5238.326401
330.533566,1000,5255.286924
473.206456,1000,5272.364696
296.581976,1000,5288.954571
339.134327,1000,5305.996083
452.704479,1000,5323.140329
355.229124,1000,5340.129338
349.935332,1000,5357.582295
272.32856,1000,5374.259102
