# {"t_start": 1606763228.6541681, "env_id": "DMBenchCartpoleSwingup-v0"} 
r,l,t1272.740711,1000,1892.007112
306.909936,1000,3673.808999
399.725811,1000,5443.315688
476.13815,1000,7218.186326
571.866981,1000,8992.20094
663.690448,1000,10768.190931
738.053314,1000,12538.558814
806.857657,1000,14315.453415
827.19465,1000,16090.257427
749.748223,1000,17860.493584
772.331144,1000,19629.987979
750.122304,1000,21402.327992
728.527381,1000,23174.566034
585.526675,1000,24952.273219
726.637959,1000,26747.106256
868.077693,1000,28539.125285
825.897295,1000,30240.414606
581.479492,1000,31429.7838
600.772191,1000,32607.359551
253.945139,1000,33806.138344
827.096485,1000,34976.635209
.209435
111.809139,1000,310.382985
208.614391,1000,331.376276
212.407755,1000,349.839096
166.930493,1000,370.656505
170.519889,1000,391.525153
159.922427,1000,409.720725
152.219348,1000,427.720982
206.527285,1000,446.241351
127.946136,1000,464.928123
132.416079,1000,482.829735
179.822329,1000,501.365514
149.95373,1000,519.425291
148.079609,1000,537.624786
215.273146,1000,555.800655
154.946037,1000,574.188532
187.386805,1000,593.389001
187.781472,1000,614.610806
195.511438,1000,633.200767
135.750622,1000,651.619177
227.419793,1000,669.837912
216.093014,1000,691.002103
256.070175,1000,710.855208
156.04236,1000,730.122726
225.257646,1000,749.622829
211.30201,1000,767.666355
224.89032,1000,786.409946
175.809663,1000,806.056753
199.049731,1000,824.883563
192.029764,1000,843.292991
122.978792,1000,861.794876
179.630985,1000,881.496031
162.544617,1000,901.384304
192.596919,1000,919.619322
144.274329,1000,938.490455
202.137147,1000,960.239904
199.887093,1000,984.121333
209.238041,1000,1005.447332
224.105412,1000,1028.768641
251.390006,1000,1050.551929
177.978852,1000,1071.936996
194.417673,1000,1092.720012
150.325807,1000,1114.390262
230.170019,1000,1135.132506
194.493744,1000,1155.725638
175.871746,1000,1176.743383
173.660712,1000,1197.664573
139.377843,1000,1218.602958
190.405625,1000,1239.738637
191.103644,1000,1261.89197
263.791614,1000,1284.630757
234.798251,1000,1307.885547
209.813895,1000,1330.780347
162.421041,1000,1352.79123
188.113019,1000,1373.903023
207.727991,1000,1394.697029
235.450095,1000,1413.581842
145.185099,1000,1432.976839
209.701257,1000,1452.726682
201.618957,1000,1472.643626
221.906521,1000,1492.121047
210.815237,1000,1511.441784
180.13794,1000,1531.172491
184.069867,1000,1549.465336
198.077924,1000,1568.958331
228.255391,1000,1588.88433
279.705499,1000,1607.685024
255.950789,1000,1629.114202
219.004385,1000,1647.712804
171.309374,1000,1668.256351
236.370561,1000,1688.064761
200.930612,1000,1707.248163
197.906571,1000,1726.431553
239.21805,1000,1746.263119
210.255386,1000,1765.647141
197.423308,1000,1785.159468
191.235104,1000,1806.095607
218.288342,1000,1825.241901
274.615843,1000,1846.129795
220.238415,1000,1867.499066
225.1987,1000,1904.921933
227.598923,1000,1924.215733
232.846367,1000,1944.032766
216.861459,1000,1963.166733
202.267634,1000,1981.447547
231.051162,1000,2000.722055
250.576776,1000,2019.663617
205.84251,1000,2038.390685
291.504206,1000,2057.205796
226.683125,1000,2077.396591
186.038067,1000,2096.1367
184.29286,1000,2113.7732
199.984709,1000,2131.433583
204.424797,1000,2148.946358
249.346162,1000,2166.081051
217.595195,1000,2182.854835
250.537969,1000,2199.661003
210.430421,1000,2217.364117
200.49725,1000,2234.574992
227.402891,1000,2251.870715
198.99413,1000,2268.250601
222.799676,1000,2285.225425
195.873852,1000,2302.294296
209.873864,1000,2319.40583
272.691637,1000,2336.359648
208.348756,1000,2352.381396
213.192731,1000,2369.666469
258.04906,1000,2387.134967
252.620777,1000,2404.594529
272.23309,1000,2421.548896
238.168746,1000,2438.89541
206.846592,1000,2455.863653
262.131333,1000,2472.649357
206.500368,1000,2489.720503
256.087164,1000,2506.910668
220.88133,1000,2523.853179
340.839165,1000,2540.869651
314.733521,1000,2558.084239
307.332033,1000,2574.977856
214.25744,1000,2591.814864
296.535024,1000,2608.974298
225.292803,1000,2626.18535
251.500214,1000,2642.934157
279.766894,1000,2659.714577
239.112563,1000,2676.474494
236.661457,1000,2693.212633
273.95511,1000,2709.974577
182.990998,1000,2726.396955
282.330813,1000,2743.347732
290.976565,1000,2760.364691
284.414921,1000,2777.591707
262.846937,1000,2794.304326
238.272814,1000,2810.900601
250.566162,1000,2827.675259
241.666622,1000,2844.503618
266.869158,1000,2861.479592
206.856554,1000,2878.690055
233.872868,1000,2896.116356
249.410622,1000,2913.114889
285.598115,1000,2929.918593
219.200997,1000,2946.842963
210.160564,1000,2963.860953
239.041725,1000,2981.077419
229.075702,1000,2998.361035
194.636728,1000,3015.169173
229.800611,1000,3032.245636
223.504479,1000,3049.224524
271.453817,1000,3066.546584
256.862917,1000,3082.666559
262.990357,1000,3099.452619
276.422096,1000,3116.191803
220.968683,1000,3133.172721
246.855613,1000,3150.260347
273.765518,1000,3167.571868
198.516923,1000,3184.601779
312.790413,1000,3201.359275
283.316299,1000,3218.6104
259.555179,1000,3235.484869
299.339336,1000,3252.97859
207.514445,1000,3270.02754
283.886654,1000,3287.316773
362.706264,1000,3304.604828
332.865755,1000,3321.450273
328.374486,1000,3338.523504
340.278784,1000,3355.405144
275.962676,1000,3372.40086
301.386838,1000,3389.890307
308.396501,1000,3407.155441
313.036662,1000,3424.274825
187.925806,1000,3440.671999
345.297074,1000,3457.99261
181.812177,1000,3475.110177
434.880519,1000,3492.162388
