# {"t_start": 1606763228.486988, "env_id": "DMBenchCartpoleSwingup-v0"} 
r,l,t
272.547695,1000,1892.174009
320.943254,1000,3673.976253
407.317907,1000,5443.484029
464.578167,1000,7218.35348
571.282525,1000,8992.368136
663.902475,1000,10768.355942
734.740319,1000,12538.725938
807.666831,1000,14315.617772
824.304977,1000,16090.422381
751.25534,1000,17860.660764
775.675061,1000,19630.154836
743.382038,1000,21402.495172
766.184273,1000,23174.734248
501.163206,1000,24952.440398
760.486208,1000,26747.272222
865.72076,1000,28539.294126
827.735012,1000,30240.579691
597.697297,1000,31429.950869
561.63951,1000,32607.526715
322.896411,1000,33806.306665
828.522558,1000,34976.80201
,293.222366
176.559071,1000,310.390728
187.516795,1000,331.383884
177.676943,1000,349.836722
215.055788,1000,370.664164
172.566883,1000,391.533603
151.826221,1000,409.730587
179.491885,1000,427.731905
218.734248,1000,446.251145
128.410955,1000,464.937901
166.789626,1000,482.837201
144.417973,1000,501.375342
136.667815,1000,519.439703
214.033185,1000,537.632714
141.773803,1000,555.808282
137.237978,1000,574.198384
219.184872,1000,593.395446
171.177428,1000,614.608433
185.34248,1000,633.210669
169.443371,1000,651.626715
250.863722,1000,669.845798
195.794713,1000,691.009542
249.512077,1000,710.873199
245.530229,1000,730.126689
147.090188,1000,749.632684
179.296344,1000,767.666098
198.162997,1000,786.419674
170.88486,1000,806.070774
184.475368,1000,824.894591
137.42631,1000,843.300667
141.695558,1000,861.804566
129.356534,1000,881.508348
185.457437,1000,901.39473
192.471268,1000,919.624538
186.868154,1000,938.505818
188.738597,1000,960.246871
213.372221,1000,984.128258
214.883381,1000,1005.446538
178.640774,1000,1028.772266
171.9463,1000,1050.56148
254.05236,1000,1071.945428
165.816378,1000,1092.723342
141.701324,1000,1114.398948
224.696953,1000,1135.150424
192.086107,1000,1155.746989
230.0164,1000,1176.751829
202.36753,1000,1197.667323
190.808403,1000,1218.608371
256.805428,1000,1239.745807
188.320221,1000,1261.910762
138.61758,1000,1284.638237
168.43474,1000,1307.902458
230.44142,1000,1330.799478
226.451442,1000,1352.807452
193.931704,1000,1373.916279
172.833405,1000,1394.706873
229.620682,1000,1413.592302
230.801496,1000,1432.983024
232.869294,1000,1452.73116
237.187474,1000,1472.652088
229.966575,1000,1492.129839
187.04898,1000,1511.45161
227.770099,1000,1531.17856
168.752143,1000,1549.475779
226.301388,1000,1568.968296
213.210197,1000,1588.891002
233.675378,1000,1607.692133
181.400092,1000,1629.124225
220.797136,1000,1647.72414
182.193736,1000,1668.263419
240.798242,1000,1688.074415
180.899605,1000,1707.255474
304.608552,1000,1726.436671
237.513837,1000,1746.277606
205.853974,1000,1765.667212
226.4987,1000,1785.169295
213.61688,1000,1806.100151
225.916845,1000,1825.241391
221.190038,1000,1846.137313
192.57072,1000,1867.517211
219.052916,1000,1904.929363
281.209501,1000,1924.225338
204.626404,1000,1944.044557
239.984368,1000,1963.174267
192.806439,1000,1981.474388
226.394864,1000,2000.741818
281.279913,1000,2019.671998
232.24903,1000,2038.398598
232.966984,1000,2057.21108
227.447774,1000,2077.411094
297.690468,1000,2096.142099
186.928903,1000,2113.780454
186.089591,1000,2131.441221
274.050001,1000,2148.956235
223.518795,1000,2166.091397
261.265064,1000,2182.863233
211.831791,1000,2199.669905
214.417668,1000,2217.371871
243.215518,1000,2234.584797
195.22354,1000,2251.878952
281.98181,1000,2268.258255
198.530723,1000,2285.233162
201.391312,1000,2302.304129
241.622743,1000,2319.415573
242.486661,1000,2336.369501
229.065392,1000,2352.391129
263.154784,1000,2369.676286
224.148645,1000,2387.144527
329.538524,1000,2404.602334
210.228209,1000,2421.558715
220.741916,1000,2438.905246
225.634019,1000,2455.869882
264.693727,1000,2472.657123
204.307339,1000,2489.73861
275.243942,1000,2506.920506
230.863049,1000,2523.862989
237.963466,1000,2540.876902
