# {"t_start": 1606801994.3039753, "env_id": "DMBenchCartpoleSwingup-v0"} 
r,l,t
746.968914,1000,65.889402
755.627097,1000,86.032445
758.827325,1000,105.458709
753.756315,1000,124.97121
