# {"t_start": 1606583638.5438452, "env_id": "DMBenchCartpoleSwingup-v0"} 
r,l,t
190.785483,1000,1677.278395
188.768434,1000,3558.926115
367.686005,1000,5505.007003
463.726456,1000,7273.798341
568.239429,1000,9071.234634
573.945587,1000,10870.010104
342.157883,1000,12664.9454
816.033375,1000,14458.354732
809.132397,1000,16259.497585
810.399513,1000,18057.927047
852.687786,1000,19858.874578
755.805847,1000,21661.646413
478.311346,1000,23461.302949
755.427813,1000,25261.281757
492.627292,1000,27058.038215
824.654266,1000,28855.635738
859.8351,1000,30651.058378
699.973744,1000,32447.064724
848.832597,1000,34240.397777
789.792183,1000,36025.168545
823.364278,1000,37783.76707
817.443949,1000,39549.485569
569.164731,1000,41320.958503
2,1000,370.44723
205.957023,1000,387.972091
184.414709,1000,406.142701
168.530565,1000,423.36262
183.856564,1000,440.772997
221.447941,1000,458.178957
188.192662,1000,475.908021
207.191896,1000,493.239674
186.526467,1000,510.9291
143.889044,1000,528.04563
159.310562,1000,544.789304
216.897539,1000,561.480462
145.378487,1000,579.308737
228.041375,1000,596.100718
262.700287,1000,612.857247
162.212823,1000,629.924709
150.001024,1000,647.12562
238.19534,1000,663.333155
160.312588,1000,680.135854
208.474031,1000,697.177844
171.970763,1000,714.28832
278.12269,1000,731.029822
179.803446,1000,747.759804
168.171524,1000,764.737672
170.719344,1000,782.069349
172.683239,1000,798.749433
194.351936,1000,815.465219
240.862286,1000,832.26466
164.533505,1000,849.393954
164.334418,1000,866.341201
172.295124,1000,883.440141
148.939388,1000,900.939902
152.4405,1000,917.79565
177.944952,1000,934.305932
247.908979,1000,950.917053
189.088176,1000,967.735863
183.535474,1000,984.506966
238.002231,1000,1001.581181
252.220955,1000,1017.107732
279.846689,1000,1033.705448
253.474065,1000,1050.86873
212.756026,1000,1067.62733
210.002277,1000,1084.469877
190.639941,1000,1102.107218
217.088787,1000,1119.39983
271.49483,1000,1136.174214
304.302505,1000,1152.664049
268.428771,1000,1169.718603
197.909626,1000,1186.550173
226.849743,1000,1203.264378
237.839891,1000,1219.959748
188.399231,1000,1236.616638
178.704647,1000,1253.414046
233.818955,1000,1270.343415
189.34988,1000,1287.243299
193.150687,1000,1304.205964
328.666587,1000,1320.81146
185.695335,1000,1337.787378
243.946913,1000,1354.931929
189.658305,1000,1371.656918
270.317227,1000,1387.053323
194.372978,1000,1404.017272
313.344343,1000,1420.943035
230.304342,1000,1438.138685
242.32705,1000,1454.507132
238.370622,1000,1471.724163
266.765652,1000,1488.233914
200.947987,1000,1504.875487
286.44982,1000,1521.873036
186.773781,1000,1538.75437
226.41805,1000,1555.592938
263.434992,1000,1572.783472
206.867602,1000,1589.611255
223.507928,1000,1606.564393
227.705162,1000,1623.399812
262.854395,1000,1640.221684
284.349972,1000,1657.151391
228.853411,1000,1687.954883
234.474346,1000,1704.670784
265.89353,1000,1722.244539
248.677122,1000,1739.319903
250.380588,1000,1755.436471
190.153869,1000,1772.115964
240.528355,1000,1789.025654
237.981946,1000,1805.936706
214.071722,1000,1822.691572
290.084565,1000,1840.028629
253.871876,1000,1856.55329
192.739279,1000,1873.466573
337.125803,1000,1890.150739
203.717637,1000,1906.763118
188.910379,1000,1923.702754
262.675011,1000,1941.069362
229.777329,1000,1959.756807
236.586725,1000,1976.695581
331.715609,1000,1994.037105
258.518203,1000,2010.972839
227.232326,1000,2027.375344
243.572866,1000,2044.257442
305.763433,1000,2061.154681
254.701265,1000,2078.650578
254.668178,1000,2097.977114
216.741823,1000,2115.956233
237.237562,1000,2134.892296
238.204143,1000,2153.597609
221.566726,1000,2171.99374
