# {"t_start": 1606650403.8164375, "env_id": "DMBenchCartpoleSwingup-v0"} 
r,l,t
185.676093,1000,1711.771993
359.03235,1000,3509.067567
430.561714,1000,5302.349498
558.634582,1000,7102.450809
532.892633,1000,8901.411261
766.100438,1000,10693.676676
754.136571,1000,12493.173654
800.278109,1000,14298.156237
839.411247,1000,16004.240739
592.109099,1000,17609.087227
848.765546,1000,19299.754487
854.289712,1000,20869.703663
600.926629,1000,22260.298553
19,1000,178.259919
235.654515,1000,197.822155
227.005152,1000,215.654733
220.764211,1000,233.987749
213.046378,1000,253.438385
206.710044,1000,272.897451
282.201182,1000,290.114473
205.651211,1000,306.819783
264.986761,1000,323.858168
256.073852,1000,340.745681
238.84246,1000,357.719815
237.028482,1000,374.889436
292.264997,1000,392.296693
246.538597,1000,409.514197
246.24596,1000,427.125538
285.20175,1000,444.413883
248.473374,1000,461.679092
259.329547,1000,478.945801
265.881983,1000,496.408715
236.073137,1000,513.8038
252.635955,1000,531.070611
246.320823,1000,548.376987
278.647053,1000,565.785025
328.553329,1000,583.354349
263.227372,1000,600.426314
269.363764,1000,617.485163
245.168555,1000,634.672342
236.217785,1000,652.009163
166.090596,1000,668.130796
237.101684,1000,684.58129
204.363762,1000,702.538352
203.774835,1000,719.884297
209.403622,1000,737.441828
219.798656,1000,754.807863
256.905984,1000,771.879584
219.229055,1000,788.881325
189.569708,1000,806.275756
267.734457,1000,823.957819
233.03116,1000,841.34354
219.761049,1000,858.735637
185.94753,1000,875.557619
242.968743,1000,892.631078
229.966643,1000,910.093969
164.430149,1000,927.76096
189.31793,1000,944.603742
230.519552,1000,962.064432
255.922991,1000,979.536459
264.304842,1000,997.156254
198.836745,1000,1014.393926
244.521931,1000,1031.046904
245.06827,1000,1048.216439
267.913209,1000,1065.406382
160.708264,1000,1082.769548
177.08073,1000,1100.46148
257.393595,1000,1118.166538
258.287975,1000,1135.253435
347.665504,1000,1152.304439
194.167256,1000,1169.704351
201.024658,1000,1187.569335
178.60047,1000,1204.962677
284.327615,1000,1221.717623
156.125252,1000,1239.019961
307.16077,1000,1256.608166
246.000517,1000,1274.116871
219.508404,1000,1291.539748
256.150481,1000,1308.80379
272.309399,1000,1326.176007
193.028155,1000,1343.412223
243.795251,1000,1360.812803
293.28382,1000,1378.347774
254.804087,1000,1395.450773
346.186507,1000,1411.851123
275.756797,1000,1429.271079
311.144431,1000,1446.581986
239.913486,1000,1463.630852
276.235502,1000,1480.987696
195.620335,1000,1498.062223
248.975409,1000,1515.170708
288.906034,1000,1533.888588
264.211599,1000,1551.846693
202.867087,1000,1569.440894
214.990762,1000,1586.782283
211.012647,1000,1603.948174
205.805811,1000,1621.367111
234.104304,1000,1638.52057
225.884874,1000,1656.217593
227.310814,1000,1673.666629
204.97425,1000,1690.781446
229.318125,1000,1722.759046
232.653765,1000,1740.284662
232.274563,1000,1758.065146
182.094779,1000,1775.92157
256.629215,1000,1792.026416
213.423169,1000,1809.59788
278.488733,1000,1827.065211
238.578486,1000,1844.582956
248.291531,1000,1864.476155
244.451286,1000,1882.818124
224.22478,1000,1900.127651
237.697337,1000,1917.604182
227.091265,1000,1934.493911
242.43236,1000,1952.11292
259.30493,1000,1969.438892
217.762669,1000,1987.015471
265.340181,1000,2004.705295
215.628541,1000,2022.306834
204.14159,1000,2039.738456
258.18573,1000,2057.408828
252.643563,1000,2074.76201
241.89943,1000,2092.176734
242.388243,1000,2109.644219
302.014314,1000,2126.765143
341.376513,1000,2144.429344
264.243398,1000,2161.066563
225.176901,1000,2178.640867
248.596096,1000,2196.275784
253.065289,1000,2213.926372
290.778007,1000,2231.625131
293.507735,1000,2248.957325
317.644442,1000,2266.554454
265.633573,1000,2283.561803
254.840773,1000,2301.082018
249.936617,1000,2318.774616
263.007122,1000,2336.308936
