# {"t_start": 1606650403.997965, "env_id": "DMBenchCartpoleSwingup-v0"} 
r,l,t
179.427092,1000,1711.590894
244.026364,1000,3508.89
429.415903,1000,5302.17694
556.843431,1000,7102.276481
530.75661,1000,8901.233349
766.094763,1000,10693.499739
753.821922,1000,12492.997665
800.515379,1000,14297.985547
838.440523,1000,16004.061642
839.358765,1000,17608.914414
844.104258,1000,19299.576212
439.333723,1000,20869.523979
490.5216,1000,22260.123398

143.429456,1000,178.204077
210.310989,1000,197.763757
285.272686,1000,215.584409
294.655236,1000,233.929863
284.280638,1000,253.383378
241.553931,1000,272.843212
227.142213,1000,290.061186
246.569374,1000,306.76922
212.437625,1000,323.803179
272.53125,1000,340.689828
234.72695,1000,357.66111
231.878365,1000,374.838219
337.742802,1000,392.232751
234.83691,1000,409.459088
290.720157,1000,427.067254
258.131238,1000,444.356607
234.052383,1000,461.624256
201.851994,1000,478.89038
319.223917,1000,496.353969
268.302562,1000,513.749921
262.919961,1000,531.014491
239.746532,1000,548.321234
204.057845,1000,565.731489
190.028258,1000,583.300887
177.787013,1000,600.370857
201.490235,1000,617.427955
174.708505,1000,634.617815
199.162894,1000,651.950967
205.088485,1000,668.073575
188.174705,1000,684.526255
232.906224,1000,702.482692
220.040251,1000,719.826621
260.417116,1000,737.384134
210.34764,1000,754.75552
272.937283,1000,771.827101
247.674363,1000,788.825954
210.491437,1000,806.219723
209.841116,1000,823.906466
251.752317,1000,841.286598
176.911688,1000,858.684295
211.538257,1000,875.495605
212.909285,1000,892.581617
275.019808,1000,910.040386
208.524452,1000,927.707942
270.875052,1000,944.539862
304.399445,1000,962.012691
263.865693,1000,979.485006
169.444588,1000,997.10179
300.443798,1000,1014.336812
208.386461,1000,1030.990611
352.405733,1000,1048.153928
260.214398,1000,1065.355268
273.825591,1000,1082.72085
257.193868,1000,1100.40362
227.8753,1000,1118.113158
257.606662,1000,1135.196181
219.31868,1000,1152.251154
280.729223,1000,1169.646504
212.692249,1000,1187.50525
188.204815,1000,1204.908321
251.363058,1000,1221.66444
232.935955,1000,1238.946401
365.256787,1000,1256.551425
197.326098,1000,1274.062058
276.436534,1000,1291.485533
234.747585,1000,1308.751901
173.269846,1000,1326.122653
250.598627,1000,1343.363132
190.249222,1000,1360.759131
204.553737,1000,1378.298872
180.86679,1000,1395.393826
218.514265,1000,1411.796011
227.15915,1000,1429.217141
241.056199,1000,1446.532141
249.959331,1000,1463.56318
180.566301,1000,1480.938328
209.668233,1000,1498.006807
233.723322,1000,1515.121633
240.644291,1000,1533.834511
231.472465,1000,1551.782384
249.230462,1000,1569.386146
240.331997,1000,1586.727133
217.079819,1000,1603.890463
215.934554,1000,1621.315436
252.944335,1000,1638.465065
270.903665,1000,1656.159322
232.958328,1000,1673.612815
191.141277,1000,1690.726439
208.468555,1000,1722.704712
210.499676,1000,1740.227292
223.009909,1000,1758.015688
189.578837,1000,1775.876743
228.898652,1000,1791.971395
253.467504,1000,1809.541898
259.094179,1000,1827.007392
265.683752,1000,1844.534923
227.502272,1000,1864.421309
218.29036,1000,1882.764655
236.344403,1000,1900.073714
199.176891,1000,1917.550117
192.871072,1000,1934.439304
217.118544,1000,1952.059033
220.79896,1000,1969.38608
224.750772,1000,1986.957745
224.659735,1000,2004.647932
214.477323,1000,2022.251283
231.614205,1000,2039.684517
263.976542,1000,2057.352457
250.744298,1000,2074.704555
300.759827,1000,2092.119497
235.774537,1000,2109.593831
221.632883,1000,2126.710623
215.03491,1000,2144.373644
281.596467,1000,2161.004475
293.540585,1000,2178.584367
275.520734,1000,2196.219095
222.781659,1000,2213.872625
203.152554,1000,2231.565668
235.019258,1000,2248.908191
263.609967,1000,2266.499385
246.845256,1000,2283.512538
280.478033,1000,2301.028613
290.937181,1000,2318.721869
294.063089,1000,2336.255451
269.989332,1000,2353.506359
256.949933,1000,2370.639208
289.692865,1000,2387.620306
252.958134,1000,2404.997932
218.378452,1000,2422.36485
233.259089,1000,2439.921488
315.407182,1000,2457.272246
226.459022,1000,2474.463838
302.958992,1000,2491.398661
244.530072,1000,2508.550191
270.714664,1000,2526.08917
292.090355,1000,2542.755268
211.563522,1000,2559.799604
195.97578,1000,2577.486501
232.473301,1000,2595.274166
240.430744,1000,2612.822786
205.37921,1000,2630.602331
208.512819,1000,2647.593307
255.426096,1000,2664.727783
279.856817,1000,2682.064114
279.222093,1000,2699.259124
210.237636,1000,2716.480705
242.188687,1000,2733.713899
198.261817,1000,2751.16712
194.511771,1000,2768.3907
214.080569,1000,2785.637967
205.837166,1000,2802.951724
264.163505,1000,2820.303992
220.527489,1000,2837.428291
186.396066,1000,2855.062061
276.70376,1000,2872.937446
181.537301,1000,2890.634132
220.203453,1000,2906.835376
286.983376,1000,2924.161579
248.095737,1000,2941.585361
240.519324,1000,2958.964878
188.029259,1000,2976.677773
279.343954,1000,2994.439399
210.06387,1000,3011.809011
236.032265,1000,3029.028948
230.855168,1000,3046.339667
261.395592,1000,3063.443972
253.26826,1000,3081.049859
216.099304,1000,3098.549276
246.21885,1000,3115.740477
266.657597,1000,3132.916437
251.694541,1000,3150.203883
274.523201,1000,3167.831551
270.191813,1000,3185.377975
236.570969,1000,3202.363522
231.915748,1000,3219.564472
223.582296,1000,3236.916362
265.946043,1000,3254.265204
253.391564,1000,3270.976505
240.363132,1000,3288.720323
274.691196,1000,3305.772244
297.04951,1000,3323.425347
233.606246,1000,3340.949831
241.959128,1000,3358.192001
289.573409,1000,3375.982351
196.729423,1000,3393.43672
241.608187,1000,3410.933884
206.232205,1000,3428.17574
321.971183,1000,3445.754667
227.675224,1000,3463.383319
234.110244,1000,3480.771865
258.972515,1000,3512.84473
251.092378,1000,3531.385763
323.354945,1000,3548.832869
269.48645,1000,3566.359197
252.474823,1000,3583.558838
266.329315,1000,3601.082034
263.280659,1000,3618.500408
321.261907,1000,3636.125616
257.177753,1000,3653.532396
253.33457,1000,3670.204502
216.172115,1000,3687.198367
269.642787,1000,3704.540294
256.17941,1000,3721.726714
322.824663,1000,3739.00642
281.867842,1000,3756.453553
273.311904,1000,3773.706042
263.183749,1000,3790.979198
305.034141,1000,3808.569132
380.611493,1000,3826.330604
212.407551,1000,3843.651763
328.561562,1000,3861.074518
269.484214,1000,3878.419665
272.274055,1000,3895.48349
250.90194,1000,3912.768639
276.932012,1000,3930.484572
299.488857,1000,3948.144264
289.147204,1000,3965.686752
249.097387,1000,3983.433875
239.657633,1000,4000.926061
280.638748,1000,4018.250329
330.253044,1000,4035.155809
330.495965,1000,4052.51674
289.198104,1000,4069.90858
