# {"t_start": 1606650440.3809123, "env_id": "DMBenchCartpoleSwingup-v0"} 
r,l,t
176.353997,1000,1739.347883
315.047951,1000,3536.924857
246.633336,1000,5325.95107
588.66176,1000,7124.366457
246.411312,1000,8913.880985
676.648035,1000,10701.263613
736.514594,1000,12495.521417
204.922283,1000,14300.943314
834.876385,1000,15999.545401
826.770605,1000,17594.619699
817.068622,1000,19274.691131
838.667091,1000,20842.023614
817.646668,1000,22227.940992
,1000,220.607737
117.460385,1000,239.394552
123.164794,1000,256.411917
126.627105,1000,273.756415
165.265262,1000,291.011051
117.386298,1000,307.927706
108.125983,1000,325.35184
122.554724,1000,341.856825
171.533476,1000,359.121144
75.443039,1000,376.264385
57.113296,1000,393.151182
48.64306,1000,410.654383
128.42,1000,427.76988
159.002602,1000,444.927861
129.964189,1000,462.273853
85.385241,1000,479.083659
248.405035,1000,496.428408
158.652412,1000,513.572382
180.526188,1000,530.640942
161.462256,1000,547.873912
27.334405,1000,565.229286
122.878822,1000,582.086837
45.660912,1000,599.0497
103.035138,1000,615.987161
196.907768,1000,633.475495
148.135874,1000,650.221883
118.454819,1000,667.369379
108.181182,1000,684.248707
129.107845,1000,700.71154
308.072617,1000,718.91001
255.746632,1000,735.999793
143.207709,1000,753.316533
225.650424,1000,770.024072
198.589672,1000,787.360793
156.143662,1000,804.353834
194.066984,1000,821.507973
228.834801,1000,838.219283
334.735974,1000,855.518065
190.504886,1000,873.211277
200.115971,1000,890.987727
154.363312,1000,908.104911
86.273185,1000,925.232475
122.636618,1000,942.354984
134.428418,1000,959.871097
224.69681,1000,977.324329
82.83617,1000,995.047692
206.4654,1000,1012.054169
200.470581,1000,1029.134608
326.596886,1000,1046.423268
166.190983,1000,1063.18782
216.738029,1000,1080.700813
184.111519,1000,1097.939988
105.790883,1000,1115.098615
51.554145,1000,1132.104851
192.930009,1000,1149.563866
223.04823,1000,1166.995595
67.180302,1000,1184.239568
184.037526,1000,1201.349451
154.747862,1000,1218.411211
265.655739,1000,1235.748353
158.723048,1000,1253.268758
204.223094,1000,1269.930198
186.611117,1000,1287.292099
