# {"t_start": 1606808285.7488463, "env_id": "DMBenchCartpoleSwingup-v0"} 
r,l,t
802.538761,1000,23.558223
807.512904,1000,45.787784
800.555376,1000,68.13156
807.355016,1000,89.138618
792.699135,1000,108.590414
