# {"t_start": 1606640930.9995284, "env_id": "DMBenchCartpoleSwingup-v0"} 
r,l,t
777.542016,1000,18.619816
766.993264,1000,37.544859
778.738322,1000,57.226996
775.994825,1000,80.010602
753.016378,1000,101.967971
780.849812,1000,122.607136
758.00854,1000,141.577925
766.533875,1000,160.317468
778.999767,1000,179.804386
787.615085,1000,200.258144
