# {"t_start": 1606763121.433918, "env_id": "DMBenchCartpoleSwingup-v0"} 
r,l,t
247.248974,1000,1742.680058
229.893634,1000,3536.885698
526.816347,1000,5273.503541
561.565639,1000,7017.908462
814.728731,1000,8760.975729
730.554531,1000,10510.375935
772.040248,1000,12256.491862
842.732456,1000,14005.759583
243.25473,1000,15748.312053
841.222423,1000,17495.057563
652.053749,1000,19235.295172
267.22947,1000,20981.175389
210.777582,1000,22732.977335
520.854095,1000,24488.851801
605.679215,1000,26252.211906
587.803453,1000,28016.404998
727.309319,1000,29784.818535
561.817649,1000,31102.44411
800.98539,1000,32272.163125
708.606814,1000,33432.467197
724.170779,1000,34612.745906
177.0275,1000,248.814537
157.67775,1000,260.353378
210.774538,1000,272.138215
208.550752,1000,285.256923
190.013295,1000,297.132217
279.24355,1000,308.858832
76.247138,1000,320.727182
66.425997,1000,335.340989
138.615409,1000,350.727028
136.575522,1000,366.569174
186.703896,1000,383.455036
183.73725,1000,401.112424
245.87831,1000,418.025747
198.868663,1000,438.998258
54.864901,1000,456.942527
211.812293,1000,477.852962
197.705286,1000,498.630881
285.656462,1000,516.608638
223.35771,1000,534.875689
197.079462,1000,551.642519
217.083287,1000,569.538518
237.132125,1000,587.484731
225.254218,1000,605.400234
223.25886,1000,623.389342
270.591336,1000,641.092951
216.272149,1000,659.073474
267.089166,1000,677.219321
211.82106,1000,695.946876
333.392327,1000,716.814629
197.383136,1000,735.778431
179.537748,1000,753.778532
236.450134,1000,772.151676
179.476592,1000,793.490513
227.587751,1000,812.964416
246.236068,1000,832.763623
209.181458,1000,851.961547
108.611782,1000,870.260326
153.884988,1000,888.491066
245.546304,1000,908.127761
217.381119,1000,927.706162
249.897713,1000,945.339883
210.519313,1000,963.532843
186.402893,1000,982.27057
272.011846,1000,1002.023449
152.010497,1000,1019.987345
224.724346,1000,1036.85561
142.743354,1000,1057.180667
164.711725,1000,1080.563323
157.894652,1000,1102.470637
314.835297,1000,1123.955253
259.118649,1000,1146.608015
253.687109,1000,1167.321727
280.2579,1000,1188.177773
270.280227,1000,1209.344251
258.986805,1000,1229.939947
245.082323,1000,1250.803586
327.018898,1000,1271.613097
222.085326,1000,1291.624914
274.957719,1000,1312.074243
303.228201,1000,1333.14578
281.636993,1000,1354.365221
220.572372,1000,1376.872829
286.633052,1000,1398.547765
370.538566,1000,1421.23196
253.411876,1000,1443.273985
264.959137,1000,1464.655616
236.562493,1000,1485.810613
289.898868,1000,1506.130678
230.784545,1000,1525.011061
181.998236,1000,1543.841019
184.946442,1000,1563.066106
323.201263,1000,1582.545788
337.960211,1000,1601.83346
331.629639,1000,1620.849742
203.8304,1000,1639.806147
323.644703,1000,1658.683343
391.532197,1000,1677.918396
271.471334,1000,1697.593796
307.531866,1000,1716.188681
