# {"t_start": 1606640954.6946223, "env_id": "DMBenchCartpoleSwingup-v0"} 
r,l,t
658.729973,1011,19.305788
654.126249,1000,40.367894
630.888298,1000,63.885184
655.85599,1000,86.495687
652.344721,1000,106.095893
634.457444,1000,125.745441
662.907098,1000,144.917136
653.553739,1000,164.522495
641.724795,1000,185.015933
636.919029,1000,204.061688
