# {"t_start": 1606583680.869968, "env_id": "DMBenchCartpoleSwingup-v0"} 
r,l,t
257.864989,1000,1696.536971
296.811886,1000,3563.31278
301.218337,1000,5489.07664
502.908916,1000,7244.427748
501.226201,1000,9032.333057
614.151932,1000,10818.058501
653.460556,1000,12598.306625
686.792053,1000,14379.321511
698.552923,1000,16156.678666
701.986243,1000,17939.852957
765.054657,1000,19721.222082
529.665642,1000,21510.074712
844.30608,1000,23291.851916
741.250576,1000,25082.999296
537.975028,1000,26869.508721
622.232794,1000,28657.910637
421.53051,1000,30441.540737
703.257754,1000,32224.948297
632.592082,1000,34001.847081
825.649603,1000,35770.673868
733.857356,1000,37523.238906
833.814628,1000,39280.029881
240.124544,1000,41029.773239
66649
255.10517,1000,411.499193
225.504801,1000,428.510516
189.834154,1000,446.431971
246.660855,1000,463.719161
247.341402,1000,481.113289
183.360044,1000,498.436174
241.064978,1000,515.406365
150.333168,1000,531.950549
228.576559,1000,548.467943
204.856716,1000,565.246195
146.767896,1000,582.072827
237.844578,1000,598.90993
206.698125,1000,615.26881
195.899668,1000,631.913633
201.844434,1000,648.640699
194.121712,1000,665.331449
224.768116,1000,681.598435
201.638126,1000,697.077935
224.590905,1000,713.711504
225.067267,1000,730.630065
247.988636,1000,747.629031
218.224075,1000,764.343919
165.955679,1000,780.837103
131.404884,1000,797.415267
143.106851,1000,813.719307
171.304243,1000,829.683697
193.747273,1000,845.703317
207.041006,1000,862.57021
222.948193,1000,879.424217
172.169501,1000,896.11752
202.768828,1000,912.343244
126.540205,1000,928.954137
192.341797,1000,945.670191
166.980475,1000,962.304083
185.395999,1000,978.631821
269.937286,1000,995.455131
177.670884,1000,1012.032655
181.588305,1000,1028.75422
249.059264,1000,1044.21516
265.072151,1000,1061.327322
219.438206,1000,1077.44541
336.833969,1000,1093.889441
178.209603,1000,1110.702395
244.494261,1000,1127.571137
260.543446,1000,1144.088692
240.736067,1000,1160.765418
321.585689,1000,1177.191732
198.132607,1000,1193.811212
223.358984,1000,1210.653731
313.578433,1000,1227.345939
238.34305,1000,1244.230652
234.931844,1000,1261.041246
215.220084,1000,1277.989982
244.470549,1000,1294.244523
251.107746,1000,1310.962039
98.305274,1000,1327.803665
298.639498,1000,1344.083662
225.684652,1000,1361.122541
100.124317,1000,1377.986323
278.647297,1000,1394.681862
156.612546,1000,1410.484771
140.016548,1000,1426.966279
