# {"t_start": 1606583680.6523488, "env_id": "DMBenchCartpoleSwingup-v0"} 
r,l,t
257.927023,1000,1696.730727
297.390671,1000,3563.52007
342.270214,1000,5489.292191
506.632533,1000,7244.641058
501.041689,1000,9032.544505
611.703938,1000,10818.273805
662.091494,1000,12598.518818
669.350403,1000,14379.532606
698.37609,1000,16156.889748
698.420158,1000,17940.0605
698.999429,1000,19721.438997
434.380713,1000,21510.282603
844.432574,1000,23292.054798
741.039408,1000,25083.214637
548.126586,1000,26869.721091
631.361704,1000,28658.125955
462.299954,1000,30441.755855
714.823979,1000,32225.154165
664.369569,1000,34002.06142
817.345451,1000,35770.882505
738.824145,1000,37523.441132
831.544719,1000,39280.239387
220.49798,1000,41029.982036
073
160.099899,1000,411.669879
277.567139,1000,428.680213
196.572447,1000,446.602601
160.166186,1000,463.892963
192.114527,1000,481.288517
206.761867,1000,498.603703
172.854289,1000,515.576646
271.010943,1000,532.12374
247.025634,1000,548.640596
210.600573,1000,565.417574
274.871361,1000,582.246486
328.927161,1000,599.088715
203.594018,1000,615.443022
212.268536,1000,632.088296
229.838666,1000,648.812745
178.899273,1000,665.50329
245.769195,1000,681.771333
257.325413,1000,697.257235
184.716947,1000,713.883871
230.978319,1000,730.80362
301.391609,1000,747.803752
277.159999,1000,764.517245
216.211706,1000,781.007889
158.354318,1000,797.589982
301.703472,1000,813.880338
154.968932,1000,829.85347
142.041327,1000,845.877722
174.134673,1000,862.74406
206.965479,1000,879.592036
229.182594,1000,896.287544
226.895362,1000,912.518111
207.117262,1000,929.121112
328.431286,1000,945.840092
190.816801,1000,962.478126
214.301648,1000,978.804578
236.418024,1000,995.629048
198.295607,1000,1012.205442
219.712326,1000,1028.921157
209.597302,1000,1044.388562
269.956924,1000,1061.499152
211.395645,1000,1077.621953
297.339357,1000,1094.064259
297.22289,1000,1110.876115
280.533101,1000,1127.741984
195.80384,1000,1144.260135
264.157197,1000,1160.931254
226.278392,1000,1177.362159
306.306209,1000,1193.979697
183.589443,1000,1210.828208
62.001576,1000,1227.506986
291.576415,1000,1244.401202
224.196713,1000,1261.215786
259.246214,1000,1278.161447
226.009895,1000,1294.418668
274.057279,1000,1311.137205
272.355407,1000,1327.977291
110.977773,1000,1344.254874
131.047922,1000,1361.297855
164.01164,1000,1378.155909
264.553832,1000,1394.848627
215.439531,1000,1410.653999
83.383421,1000,1427.13798
219.577073,1000,1444.081481
183.831527,1000,1460.653116
99.392879,1000,1477.332045
242.342357,1000,1493.87581
86.010476,1000,1510.49136
278.471046,1000,1527.398315
310.386764,1000,1543.840524
253.44164,1000,1560.86303
255.733607,1000,1577.762907
165.471851,1000,1594.343822
296.451644,1000,1611.360481
254.730841,1000,1627.846429
235.470341,1000,1644.32313
264.713017,1000,1660.706104
195.211736,1000,1676.877133
273.851192,1000,1707.393374
234.703124,1000,1723.863434
242.214647,1000,1740.660816
208.062526,1000,1757.590887
249.108105,1000,1773.62097
226.151425,1000,1790.368395
236.160068,1000,1806.873348
233.739909,1000,1823.731879
209.748286,1000,1840.066458
262.077633,1000,1857.059248
176.966661,1000,1873.869703
283.288258,1000,1890.402657
232.808178,1000,1908.168557
232.70258,1000,1926.234948
296.946967,1000,1942.683556
271.919018,1000,1959.056054
258.89863,1000,1975.236744
174.37733,1000,1991.64523
