# {"t_start": 1606810413.7177374, "env_id": "DMBenchCartpoleSwingup-v0"} 
r,l,t
811.149389,1000,21.832395
782.900476,1000,41.436553
818.248516,1000,61.575859
818.864764,1000,82.752903
807.459031,1000,102.911138
