# {"t_start": 1606638517.5545943, "env_id": "DMBenchCartpoleSwingup-v0"} 
r,l,t
659.082676,1000,21.812613
572.697462,1000,44.195039
588.302309,1000,66.606929
592.616657,1000,88.856503
652.18709,1000,110.461723
